ECU_ID,Manufacturing_Line_ID,Process_Stage,Temperature,Pressure,Speed,Alignment_Tolerance,Voltage,Current,Defect_Rate_in_Batch,Material_Quality_Indicator,Assembly_Errors,Quality_Check_Results,Production_Time,Rework_Count,Factory_Temperature,Humidity_Levels,Operator_ID,Historical_Failure_Rate,Anomaly_Score,Manufacturing_Error
ECU_6182,Line_B,Packaging,266.94,1.11,73.76,0.091,4.87,0.48,2.22,Medium,3,Fail,15.88,0,24.76,56.12,Operator_17,3.9,0.02,0
ECU_6183,Line_C,Assembly,277.6,1.17,23.27,0.071,3.09,0.72,4.63,High,0,Fail,13.16,3,27.73,37.16,Operator_9,0.03,0.33,1
ECU_6184,Line_A,Testing,218.02,1.44,87.25,0.065,4.07,1.45,3.99,Medium,4,Pass,9.5,3,34.33,42.47,Operator_6,2.11,0.95,1
ECU_6185,Line_A,Soldering,232.84,1.49,63.82,0.084,3.54,0.97,2.97,High,2,Fail,11.65,2,34.45,37.81,Operator_14,8.52,0.9,0
ECU_6186,Line_C,Packaging,199.39,0.99,95.79,0.074,3.45,0.2,1.59,Low,2,Fail,14.08,2,32.22,32.25,Operator_8,1.08,0.98,1
ECU_6187,Line_A,Soldering,233.9,0.96,20.57,0.077,4.93,0.25,2.83,Low,5,Fail,10.18,3,26.08,59.09,Operator_6,1.7,0.3,0
ECU_6188,Line_B,Testing,208.21,1.18,89.98,0.087,4.38,0.14,2.71,High,1,Pass,13.24,1,24.19,57.72,Operator_15,5.8,0.56,1
ECU_6189,Line_C,Soldering,268.99,1.45,21.81,0.092,3.44,0.63,1.33,High,4,Fail,13.64,3,33.71,58.06,Operator_7,9.53,0.69,0
ECU_6190,Line_A,Packaging,229.16,1.41,65.91,0.084,4.04,0.2,1.21,Low,4,Pass,6.97,3,23.96,63.7,Operator_12,0.67,0.13,1
ECU_6191,Line_B,Testing,195.41,1.23,87.13,0.036,3.53,0.61,4.93,Medium,3,Pass,11.27,2,30.93,47.63,Operator_16,7.85,0.84,0
ECU_6192,Line_C,Soldering,205.89,1.22,60.94,0.083,4.05,0.59,2.34,Medium,1,Pass,12.38,3,31.07,49.62,Operator_7,9.36,0.17,0
ECU_6193,Line_A,Soldering,219.77,1.2,78.55,0.026,3.13,0.57,2.08,Medium,3,Fail,13.03,0,28.07,32.65,Operator_4,3.0,0.33,0
ECU_6194,Line_B,Assembly,190.97,1.07,32.99,0.084,4.25,0.8,1.05,Low,4,Fail,12.0,3,27.3,37.76,Operator_18,6.15,0.77,0
ECU_6195,Line_A,Packaging,239.92,0.98,43.3,0.023,3.37,0.1,0.18,High,0,Pass,18.27,3,21.15,58.8,Operator_7,9.89,0.51,1
ECU_6196,Line_A,Packaging,190.84,1.09,42.26,0.047,4.85,0.16,0.97,Medium,3,Fail,17.19,3,29.95,41.09,Operator_16,9.84,0.05,0
ECU_6197,Line_A,Testing,172.78,1.39,34.23,0.067,3.61,1.47,4.56,Medium,1,Fail,9.95,2,25.64,52.75,Operator_9,4.98,0.9,1
ECU_6198,Line_B,Assembly,229.48,1.26,22.37,0.094,4.18,0.87,0.02,High,1,Pass,13.07,1,28.44,34.48,Operator_17,4.83,0.87,1
ECU_6199,Line_B,Testing,189.17,1.02,81.1,0.063,4.32,1.14,3.72,High,5,Fail,7.28,0,27.19,46.81,Operator_20,9.43,0.56,1
ECU_6200,Line_C,Testing,250.35,1.23,55.17,0.067,3.81,1.36,4.3,Medium,4,Fail,9.76,0,30.95,46.06,Operator_10,2.12,0.16,1
ECU_6201,Line_B,Testing,171.49,0.95,58.24,0.024,4.4,1.39,0.54,Medium,2,Pass,5.67,1,21.72,62.21,Operator_10,2.37,0.71,1
ECU_6202,Line_A,Soldering,153.25,0.87,69.7,0.042,4.79,0.19,0.46,Low,2,Fail,10.73,2,31.05,62.74,Operator_16,6.99,0.13,1
ECU_6203,Line_C,Testing,166.64,1.39,76.78,0.058,4.11,0.61,1.06,Low,1,Pass,14.22,2,24.85,64.76,Operator_7,2.78,0.12,0
ECU_6204,Line_B,Packaging,267.97,1.02,58.27,0.081,4.72,0.41,4.69,Medium,1,Fail,18.65,2,30.95,64.07,Operator_12,4.26,0.63,0
ECU_6205,Line_B,Packaging,245.98,1.09,52.08,0.024,3.09,0.37,4.09,Medium,3,Fail,10.55,0,31.49,56.24,Operator_16,4.47,0.8,0
ECU_6206,Line_B,Assembly,216.42,0.83,73.9,0.04,4.86,0.87,0.17,Medium,2,Pass,15.26,3,22.62,50.05,Operator_6,8.11,0.68,1
ECU_6207,Line_B,Testing,262.96,1.08,95.29,0.043,3.37,0.79,1.49,Medium,2,Pass,18.84,1,21.46,50.46,Operator_17,4.28,0.92,1
ECU_6208,Line_A,Soldering,233.97,1.31,96.68,0.064,4.84,0.27,2.1,Medium,4,Fail,17.56,1,33.73,69.74,Operator_3,3.42,0.28,0
ECU_6209,Line_A,Packaging,159.44,1.04,46.18,0.013,4.35,1.1,4.56,Medium,2,Pass,10.61,2,33.12,67.26,Operator_16,9.4,0.55,0
ECU_6210,Line_C,Testing,157.54,1.27,44.94,0.089,4.14,1.01,3.23,Medium,5,Pass,6.72,3,20.57,50.29,Operator_4,3.2,0.37,1
ECU_6211,Line_B,Soldering,279.63,1.45,66.41,0.065,3.11,0.57,2.31,Medium,0,Pass,12.23,1,31.65,33.68,Operator_6,0.22,0.42,1
ECU_6212,Line_A,Soldering,254.54,0.98,77.53,0.024,4.68,1.48,4.22,Medium,2,Fail,11.9,0,31.03,65.57,Operator_12,9.28,0.24,1
ECU_6213,Line_A,Soldering,193.01,1.3,57.52,0.085,3.21,0.35,0.84,High,1,Fail,6.72,1,31.12,69.35,Operator_20,6.09,0.74,0
ECU_6214,Line_B,Soldering,159.75,0.85,23.72,0.064,3.46,0.65,4.89,High,4,Fail,18.82,2,23.91,48.72,Operator_15,3.42,0.48,0
ECU_6215,Line_C,Assembly,221.04,0.8,23.5,0.074,3.17,0.72,0.19,Medium,3,Pass,16.26,3,32.37,38.27,Operator_20,0.3,0.04,0
ECU_6216,Line_C,Soldering,206.64,1.11,51.17,0.025,3.35,0.86,3.78,High,5,Pass,14.36,1,34.84,52.21,Operator_18,9.53,0.72,1
ECU_6217,Line_A,Assembly,191.83,0.95,41.73,0.022,4.88,1.24,0.9,Low,0,Fail,10.46,0,33.52,58.66,Operator_2,7.59,0.27,0
ECU_6218,Line_B,Testing,254.53,1.35,46.3,0.018,3.3,1.12,4.83,Medium,3,Pass,16.77,1,34.95,50.29,Operator_16,7.1,0.39,0
ECU_6219,Line_A,Packaging,207.68,0.91,62.16,0.084,4.56,1.45,4.34,Low,1,Pass,10.07,0,32.74,61.23,Operator_8,5.27,0.79,1
ECU_6220,Line_A,Assembly,245.1,1.16,54.14,0.03,4.38,0.24,4.33,Low,1,Fail,5.08,3,25.16,43.68,Operator_15,5.22,0.33,0
ECU_6221,Line_A,Packaging,165.14,1.4,61.07,0.011,3.32,1.5,1.06,Low,2,Pass,13.64,0,32.95,40.46,Operator_7,9.09,0.99,1
ECU_6222,Line_B,Testing,218.33,1.09,20.93,0.071,4.68,1.46,2.54,Low,4,Fail,11.85,3,29.37,52.2,Operator_19,7.51,0.45,1
ECU_6223,Line_B,Packaging,219.58,0.9,21.59,0.028,3.03,1.26,4.23,Medium,5,Pass,11.51,3,28.99,57.57,Operator_13,6.04,0.15,0
ECU_6224,Line_A,Assembly,211.57,1.2,57.46,0.046,4.37,0.24,0.35,High,3,Pass,18.18,2,21.17,69.7,Operator_19,5.31,0.11,0
ECU_6225,Line_C,Assembly,272.76,1.16,47.95,0.08,4.61,0.71,0.13,High,0,Pass,16.97,3,21.42,48.42,Operator_16,8.62,0.56,0
ECU_6226,Line_C,Soldering,198.89,0.97,94.68,0.026,4.43,0.62,4.88,Low,0,Pass,14.57,0,32.7,65.36,Operator_17,7.74,0.78,0
ECU_6227,Line_B,Packaging,283.0,0.89,91.98,0.088,4.0,0.18,1.38,Medium,5,Pass,13.61,3,30.93,48.02,Operator_7,1.08,0.43,1
ECU_6228,Line_B,Soldering,158.59,1.35,80.68,0.086,4.5,0.86,0.2,Medium,1,Fail,7.18,2,21.65,47.53,Operator_13,2.1,0.3,0
ECU_6229,Line_A,Testing,226.27,1.19,34.53,0.061,4.68,0.82,3.63,Low,3,Fail,9.4,3,29.6,65.09,Operator_10,8.73,0.02,0
ECU_6230,Line_C,Soldering,237.65,1.09,75.6,0.064,3.83,0.87,3.53,Low,0,Fail,6.35,0,22.56,52.04,Operator_1,3.63,0.13,0
ECU_6231,Line_C,Assembly,224.3,1.19,84.52,0.039,3.15,0.27,3.0,High,3,Fail,12.73,0,28.53,51.59,Operator_6,5.53,0.54,1
ECU_6232,Line_C,Packaging,181.93,0.91,50.96,0.018,3.29,0.89,3.16,High,1,Fail,19.05,3,27.82,43.83,Operator_3,9.27,0.23,0
ECU_6233,Line_B,Soldering,289.56,1.07,46.39,0.057,4.13,0.26,2.93,Medium,3,Pass,12.81,3,33.42,51.98,Operator_1,9.87,0.13,1
ECU_6234,Line_C,Packaging,288.61,1.36,78.24,0.07,3.64,0.59,1.76,Low,2,Fail,15.7,1,25.61,60.68,Operator_12,3.23,0.61,0
ECU_6235,Line_B,Assembly,257.65,1.15,22.0,0.031,3.37,0.35,2.37,Low,3,Fail,16.76,0,26.75,69.02,Operator_7,1.25,0.6,1
ECU_6236,Line_C,Testing,196.9,1.48,63.44,0.073,4.46,0.56,1.74,Medium,2,Pass,14.72,3,26.21,35.43,Operator_11,7.46,0.99,0
ECU_6237,Line_A,Testing,244.65,0.84,66.76,0.086,3.15,0.6,0.16,Low,4,Pass,16.25,0,22.84,65.79,Operator_5,5.26,0.35,1
ECU_6238,Line_B,Packaging,198.76,0.89,78.33,0.043,3.65,1.45,4.82,Low,4,Fail,11.67,2,34.4,37.48,Operator_13,0.85,0.02,1
ECU_6239,Line_A,Assembly,224.92,1.17,63.48,0.078,3.54,0.66,2.09,High,4,Fail,17.0,1,29.87,65.5,Operator_20,7.08,0.27,0
ECU_6240,Line_C,Assembly,282.63,0.9,67.11,0.073,4.69,1.03,0.09,Medium,1,Pass,13.16,2,31.89,31.36,Operator_15,5.56,0.72,1
ECU_6241,Line_B,Soldering,258.0,1.29,53.18,0.022,4.26,1.4,4.06,Low,0,Fail,18.2,0,31.13,55.96,Operator_15,7.8,0.94,0
ECU_6242,Line_A,Assembly,270.62,1.26,89.52,0.032,4.57,1.2,1.62,Low,0,Fail,13.02,0,31.79,45.98,Operator_17,1.66,0.77,1
ECU_6243,Line_A,Packaging,192.8,1.05,66.61,0.016,4.84,0.69,4.43,Low,2,Pass,12.92,1,33.73,57.59,Operator_13,5.15,0.67,0
ECU_6244,Line_C,Testing,259.37,1.09,66.37,0.05,4.08,0.81,4.35,Low,3,Pass,16.81,1,31.07,36.35,Operator_9,3.9,0.84,0
ECU_6245,Line_B,Assembly,245.0,1.09,90.24,0.085,4.09,0.96,0.07,Low,5,Fail,8.71,3,32.79,65.01,Operator_20,6.65,0.9,0
ECU_6246,Line_B,Assembly,232.81,0.83,75.52,0.053,3.54,0.7,4.44,High,4,Fail,11.93,1,21.51,68.68,Operator_3,7.4,0.34,0
ECU_6247,Line_A,Soldering,163.15,1.36,69.39,0.069,4.44,0.43,2.6,Medium,4,Fail,6.07,0,32.45,36.76,Operator_19,8.13,0.7,0
ECU_6248,Line_A,Packaging,294.95,1.43,71.25,0.079,4.47,0.97,1.53,High,0,Fail,16.71,2,26.51,55.93,Operator_7,1.33,0.89,1
ECU_6249,Line_B,Packaging,160.61,0.95,49.9,0.074,4.06,0.14,4.72,Low,5,Fail,13.85,2,30.49,43.5,Operator_10,7.94,0.91,0
ECU_6250,Line_A,Testing,169.47,0.93,29.06,0.045,4.91,1.05,3.96,Low,3,Pass,7.65,0,29.01,59.43,Operator_17,1.26,0.95,0
ECU_6251,Line_C,Packaging,189.83,1.13,53.34,0.015,3.99,0.35,0.22,Low,5,Pass,14.38,0,33.3,49.33,Operator_11,9.76,0.33,0
ECU_6252,Line_B,Assembly,184.56,1.36,84.38,0.093,3.3,1.06,2.76,Low,5,Pass,15.44,2,20.57,34.7,Operator_13,7.24,0.51,0
ECU_6253,Line_A,Packaging,245.87,1.21,85.8,0.045,4.97,1.48,2.83,Low,4,Fail,8.11,3,28.92,35.93,Operator_17,5.47,0.58,1
ECU_6254,Line_B,Testing,257.23,0.94,46.94,0.037,3.4,0.25,1.6,Medium,0,Pass,17.55,3,32.36,59.07,Operator_17,9.3,0.21,0
ECU_6255,Line_A,Packaging,272.42,1.29,56.14,0.028,3.03,0.48,3.61,Medium,0,Fail,12.13,2,27.89,44.21,Operator_18,5.46,0.75,1
ECU_6256,Line_B,Assembly,279.75,0.87,56.93,0.055,4.67,0.58,0.22,High,0,Fail,17.22,1,20.93,60.63,Operator_14,1.49,0.57,1
ECU_6257,Line_C,Packaging,228.16,0.83,75.52,0.036,3.25,0.37,2.89,High,4,Pass,6.06,3,21.51,64.21,Operator_3,2.1,0.81,1
ECU_6258,Line_B,Testing,168.75,1.1,97.35,0.064,3.22,0.66,2.67,High,5,Pass,5.58,2,26.25,56.67,Operator_9,8.67,0.48,1
ECU_6259,Line_A,Soldering,252.8,1.36,93.31,0.048,3.65,0.39,0.59,High,1,Fail,17.13,1,29.0,44.54,Operator_10,5.99,0.68,0
ECU_6260,Line_A,Testing,163.95,1.2,84.33,0.026,3.73,0.27,0.38,Low,2,Fail,9.29,3,31.27,69.71,Operator_12,1.21,0.8,1
ECU_6261,Line_A,Packaging,157.33,1.0,66.0,0.029,3.14,1.3,4.25,Low,5,Pass,8.04,0,25.03,56.47,Operator_14,6.82,0.85,0
ECU_6262,Line_B,Assembly,212.85,1.48,91.19,0.026,4.26,0.81,3.85,High,4,Pass,11.02,1,33.3,37.45,Operator_4,8.58,0.25,1
ECU_6263,Line_C,Soldering,253.95,1.05,38.73,0.036,3.48,0.54,4.9,Medium,4,Pass,12.76,0,20.41,55.74,Operator_13,8.15,0.38,1
ECU_6264,Line_A,Testing,248.15,1.08,81.6,0.024,4.11,1.35,4.24,Medium,5,Pass,11.37,3,33.55,58.33,Operator_12,5.36,0.59,0
ECU_6265,Line_C,Packaging,161.57,1.15,67.75,0.073,4.57,1.02,2.43,High,5,Fail,9.85,2,21.5,52.03,Operator_3,4.8,0.76,1
ECU_6266,Line_A,Soldering,204.77,1.01,53.46,0.044,3.19,0.87,2.98,Medium,2,Pass,19.86,1,26.68,48.22,Operator_17,6.2,0.26,0
ECU_6267,Line_B,Assembly,252.22,1.41,50.12,0.079,3.25,0.48,4.47,Low,2,Fail,19.08,0,33.74,62.97,Operator_9,6.25,0.55,0
ECU_6268,Line_C,Packaging,218.17,0.98,88.82,0.03,4.13,0.12,3.4,High,0,Pass,18.15,3,26.57,57.79,Operator_15,7.07,0.45,0
ECU_6269,Line_A,Soldering,212.36,0.96,36.61,0.014,3.32,1.37,0.3,High,2,Pass,5.67,3,28.74,62.53,Operator_1,7.86,0.54,0
ECU_6270,Line_A,Soldering,275.87,1.16,78.58,0.08,4.18,0.18,0.0,Medium,4,Pass,5.28,0,25.58,64.81,Operator_10,3.3,0.97,0
ECU_6271,Line_A,Packaging,188.69,1.13,26.84,0.059,3.9,1.48,4.29,High,1,Pass,13.69,0,21.22,51.61,Operator_10,0.93,0.5,1
ECU_6272,Line_C,Assembly,203.8,1.23,84.34,0.074,4.82,0.62,4.59,Medium,0,Fail,17.91,2,29.8,55.54,Operator_20,7.07,0.96,1
ECU_6273,Line_C,Assembly,164.45,1.31,52.43,0.052,4.5,0.67,1.39,Low,3,Pass,6.55,0,29.09,48.8,Operator_7,1.29,0.75,1
ECU_6274,Line_B,Packaging,291.34,1.0,94.39,0.011,4.26,1.33,3.34,Medium,0,Fail,17.28,3,25.71,67.06,Operator_2,3.38,0.61,0
ECU_6275,Line_B,Testing,199.56,1.23,80.16,0.013,4.54,0.67,0.65,High,3,Pass,19.79,0,22.1,33.61,Operator_17,0.74,0.8,0
ECU_6276,Line_C,Soldering,150.49,1.01,45.12,0.082,3.24,1.41,3.37,Medium,4,Fail,6.77,1,22.54,69.8,Operator_17,5.42,0.99,0
ECU_6277,Line_B,Packaging,188.16,1.02,93.09,0.085,3.96,1.35,4.68,Low,1,Pass,5.94,2,21.98,39.5,Operator_1,0.44,0.37,0
ECU_6278,Line_B,Soldering,232.05,1.41,31.12,0.087,3.92,0.69,4.27,Medium,5,Fail,14.98,2,23.59,56.2,Operator_14,8.37,0.84,0
ECU_6279,Line_C,Packaging,169.29,0.83,78.91,0.077,4.74,1.41,3.58,Low,4,Pass,17.93,0,32.69,57.19,Operator_14,9.43,0.07,1
ECU_6280,Line_C,Packaging,251.31,1.09,97.06,0.053,4.24,0.34,5.0,High,1,Fail,19.67,0,23.29,69.15,Operator_20,9.23,0.96,1
ECU_6281,Line_B,Soldering,237.55,1.35,58.69,0.084,3.29,0.37,0.96,Low,3,Pass,7.29,1,24.3,50.75,Operator_17,6.23,0.75,0
ECU_6282,Line_B,Soldering,157.07,1.05,64.65,0.097,3.76,1.36,1.04,High,2,Pass,6.95,1,28.44,42.12,Operator_13,5.37,0.36,1
ECU_6283,Line_B,Testing,221.58,0.88,59.96,0.071,3.9,1.1,2.63,Low,2,Pass,11.9,1,22.89,35.92,Operator_10,3.38,0.73,0
ECU_6284,Line_B,Soldering,260.16,1.2,73.88,0.052,3.59,0.64,4.71,Medium,4,Fail,11.84,2,27.53,46.54,Operator_1,3.34,0.14,1
ECU_6285,Line_C,Packaging,287.85,0.92,97.11,0.066,4.49,0.93,2.02,Medium,0,Pass,6.14,1,24.49,32.48,Operator_14,4.18,0.94,1
ECU_6286,Line_A,Assembly,286.95,1.34,33.23,0.016,3.1,0.26,4.56,Low,4,Pass,10.24,2,26.37,40.31,Operator_1,4.17,0.71,0
ECU_6287,Line_A,Assembly,257.91,1.48,26.74,0.012,4.61,1.39,2.78,Low,5,Pass,10.18,2,29.59,53.71,Operator_4,3.17,0.02,0
ECU_6288,Line_A,Soldering,163.35,1.19,24.24,0.032,3.59,0.5,3.88,Low,2,Fail,9.01,1,25.02,38.34,Operator_12,1.61,0.6,0
ECU_6289,Line_A,Testing,192.98,1.15,38.12,0.038,4.5,1.34,0.53,Medium,4,Pass,8.62,2,28.09,38.93,Operator_5,6.64,0.86,0
ECU_6290,Line_A,Testing,175.84,1.27,46.89,0.094,4.51,1.33,0.51,Low,3,Pass,15.31,3,31.98,31.59,Operator_5,0.6,0.71,0
ECU_6291,Line_C,Packaging,217.5,1.26,80.94,0.049,3.78,0.61,2.71,Medium,2,Pass,13.09,3,30.24,43.88,Operator_13,8.78,0.17,0
ECU_6292,Line_A,Soldering,289.27,1.14,77.54,0.091,4.66,1.19,2.37,Medium,2,Pass,16.42,1,25.93,52.15,Operator_9,8.7,0.1,1
ECU_6293,Line_C,Packaging,237.54,1.22,81.23,0.078,3.52,0.18,3.2,High,0,Pass,8.2,2,24.95,65.22,Operator_10,5.1,0.85,1
ECU_6294,Line_B,Soldering,251.09,0.92,39.38,0.036,4.62,1.49,3.03,Medium,5,Pass,13.86,0,32.84,48.7,Operator_7,2.28,0.44,0
ECU_6295,Line_B,Testing,270.34,0.99,31.23,0.015,4.05,0.68,4.09,Medium,3,Pass,6.96,1,20.46,47.04,Operator_9,4.83,0.2,0
ECU_6296,Line_A,Testing,251.46,1.07,79.28,0.012,4.63,0.51,1.27,Medium,3,Pass,17.41,1,20.99,48.22,Operator_14,9.68,0.29,0
ECU_6297,Line_C,Soldering,176.07,1.38,80.68,0.05,4.26,0.35,1.26,High,1,Fail,9.67,0,29.61,62.41,Operator_14,1.38,0.87,1
ECU_6298,Line_A,Soldering,182.67,1.16,38.45,0.086,4.4,1.38,3.09,Low,2,Pass,16.65,2,31.26,56.05,Operator_13,6.1,0.24,0
ECU_6299,Line_B,Soldering,176.14,1.21,59.3,0.013,3.96,0.63,0.5,Low,1,Fail,7.59,0,28.38,40.87,Operator_8,9.17,0.77,0
ECU_6300,Line_B,Assembly,245.17,1.05,90.6,0.092,4.8,0.82,2.46,Low,3,Fail,7.35,2,23.18,43.92,Operator_14,0.2,0.12,1
ECU_6301,Line_A,Assembly,261.41,1.49,41.6,0.088,4.01,0.99,3.08,Low,5,Pass,7.48,0,31.34,38.09,Operator_2,7.2,0.92,1
ECU_6302,Line_A,Assembly,194.54,0.99,23.62,0.055,3.99,1.15,2.61,High,2,Fail,16.8,0,33.33,39.75,Operator_9,0.55,0.95,1
ECU_6303,Line_A,Assembly,231.37,0.9,86.13,0.063,4.15,1.36,4.05,Medium,0,Pass,6.13,2,20.91,31.18,Operator_7,3.48,0.89,1
ECU_6304,Line_B,Packaging,254.54,0.95,21.99,0.038,3.63,0.15,0.56,Low,3,Fail,19.47,2,31.43,56.21,Operator_16,3.46,0.23,1
ECU_6305,Line_A,Soldering,215.81,1.29,99.21,0.02,3.07,1.14,0.04,Low,5,Pass,18.17,1,24.8,64.52,Operator_1,8.99,0.96,1
ECU_6306,Line_A,Packaging,238.36,1.27,64.38,0.022,4.78,0.82,3.21,Low,4,Fail,8.17,0,29.39,67.26,Operator_1,8.51,0.27,0
ECU_6307,Line_B,Assembly,274.73,0.89,21.36,0.083,4.14,0.16,1.71,Low,4,Fail,16.43,3,20.44,48.88,Operator_5,0.64,0.12,0
ECU_6308,Line_A,Testing,255.28,1.05,55.67,0.011,4.98,0.79,2.08,High,3,Fail,15.81,2,33.11,52.18,Operator_17,6.31,0.56,0
ECU_6309,Line_A,Testing,255.87,0.81,51.22,0.093,4.53,1.11,0.61,High,1,Pass,19.91,0,30.45,31.07,Operator_3,4.53,0.38,0
ECU_6310,Line_B,Soldering,245.33,0.91,67.81,0.081,4.28,1.33,2.76,Medium,3,Pass,10.92,1,23.41,42.34,Operator_16,4.36,0.83,0
ECU_6311,Line_A,Packaging,203.16,1.46,76.03,0.022,3.85,0.38,2.73,Low,5,Fail,18.41,1,31.54,67.37,Operator_11,7.42,0.99,1
ECU_6312,Line_B,Assembly,278.25,0.98,63.86,0.098,3.67,1.47,1.73,Medium,4,Pass,6.77,3,29.28,51.14,Operator_4,4.58,0.88,1
ECU_6313,Line_C,Packaging,279.65,1.3,26.34,0.067,3.12,0.35,0.95,Medium,3,Pass,8.47,2,20.4,53.94,Operator_20,1.43,0.26,0
ECU_6314,Line_C,Assembly,230.25,1.47,30.06,0.037,4.35,1.15,4.15,Low,4,Pass,17.91,1,27.81,42.25,Operator_6,2.25,0.25,1
ECU_6315,Line_C,Testing,223.9,1.31,56.87,0.036,4.11,1.48,3.55,Low,5,Pass,7.49,1,29.6,34.32,Operator_2,2.03,0.23,0
ECU_6316,Line_A,Packaging,201.33,1.37,88.33,0.046,4.28,1.24,1.45,Low,0,Pass,12.88,0,30.5,49.16,Operator_11,7.97,0.82,0
ECU_6317,Line_B,Packaging,192.57,0.81,44.08,0.014,3.55,0.83,0.47,High,4,Pass,7.05,1,29.6,49.97,Operator_7,8.29,0.48,1
ECU_6318,Line_A,Soldering,189.82,1.07,56.94,0.075,3.32,0.66,4.27,Medium,5,Fail,14.59,3,24.55,66.53,Operator_13,5.43,0.56,0
ECU_6319,Line_C,Packaging,166.78,0.88,44.87,0.014,4.76,0.58,1.41,Low,5,Pass,7.8,1,27.66,37.13,Operator_13,8.65,0.07,1
ECU_6320,Line_C,Assembly,239.7,1.19,42.3,0.039,3.06,1.3,4.58,Medium,1,Pass,7.92,2,20.17,65.59,Operator_10,1.59,0.48,1
ECU_6321,Line_A,Testing,274.71,1.09,43.06,0.04,3.78,1.13,0.15,Low,5,Fail,19.98,3,20.89,65.8,Operator_8,7.29,0.2,0
ECU_6322,Line_B,Packaging,232.27,1.48,77.19,0.027,3.97,0.63,3.62,High,4,Fail,11.73,2,27.2,61.73,Operator_7,4.66,0.37,1
ECU_6323,Line_C,Packaging,202.19,1.14,79.31,0.033,4.95,1.47,0.52,Low,3,Fail,10.05,2,34.1,48.65,Operator_2,7.27,0.82,1
ECU_6324,Line_A,Packaging,239.11,1.08,62.67,0.077,4.81,1.43,0.2,Low,1,Pass,5.21,2,27.93,42.31,Operator_9,9.99,0.14,1
ECU_6325,Line_C,Assembly,179.34,1.21,82.43,0.046,4.04,0.41,4.27,High,4,Pass,7.28,1,32.79,49.62,Operator_18,0.06,0.1,0
ECU_6326,Line_B,Soldering,296.85,1.07,38.89,0.046,3.33,0.2,3.09,Low,0,Pass,6.72,2,33.86,47.96,Operator_8,5.97,0.72,1
ECU_6327,Line_B,Assembly,272.72,1.36,87.41,0.074,4.26,0.15,0.49,High,1,Pass,10.68,2,29.01,63.39,Operator_3,8.47,0.02,0
ECU_6328,Line_C,Packaging,166.42,0.93,70.69,0.089,3.38,0.65,0.89,Low,2,Pass,7.1,2,32.86,60.14,Operator_7,4.27,0.32,0
ECU_6329,Line_B,Assembly,296.75,1.35,75.38,0.019,3.3,0.82,1.34,High,1,Pass,17.04,2,29.01,69.11,Operator_5,6.2,0.77,0
ECU_6330,Line_B,Packaging,295.2,0.92,36.99,0.01,4.73,0.96,1.28,Low,3,Fail,7.58,1,22.54,58.74,Operator_20,2.21,0.16,0
ECU_6331,Line_B,Assembly,167.03,1.04,50.36,0.016,3.66,0.59,2.36,Medium,1,Pass,8.91,2,34.39,69.23,Operator_19,6.65,0.35,0
ECU_6332,Line_B,Packaging,204.65,1.29,42.5,0.079,3.2,1.1,3.54,Low,1,Pass,13.2,1,23.91,65.34,Operator_1,7.51,0.82,0
ECU_6333,Line_A,Testing,243.99,1.39,48.8,0.024,3.94,1.43,1.01,Low,5,Fail,11.89,3,34.79,45.53,Operator_5,3.27,0.18,1
ECU_6334,Line_B,Assembly,218.27,1.18,58.35,0.085,3.55,1.27,4.08,Medium,0,Pass,15.41,2,22.57,45.89,Operator_4,6.15,0.05,1
ECU_6335,Line_A,Packaging,191.27,1.21,72.3,0.045,3.95,1.35,0.87,Medium,1,Fail,8.5,2,30.71,60.9,Operator_20,5.53,0.82,1
ECU_6336,Line_A,Testing,270.92,1.41,40.02,0.067,3.4,0.21,2.42,Low,1,Fail,17.12,0,25.08,51.43,Operator_10,7.8,0.29,0
ECU_6337,Line_A,Packaging,223.58,0.9,51.32,0.028,3.28,1.32,2.14,Low,5,Pass,8.91,1,26.27,40.83,Operator_19,8.4,0.71,1
ECU_6338,Line_B,Assembly,213.57,1.1,93.45,0.037,4.27,0.41,3.84,High,2,Fail,16.5,0,28.84,51.1,Operator_6,4.2,0.94,1
ECU_6339,Line_C,Soldering,211.76,1.08,89.61,0.034,4.55,1.02,4.67,High,3,Fail,17.28,1,31.08,66.86,Operator_6,1.7,0.12,0
ECU_6340,Line_B,Assembly,177.14,0.86,36.33,0.032,3.64,0.38,2.94,Medium,0,Pass,17.04,0,29.01,54.71,Operator_11,1.34,0.55,0
ECU_6341,Line_A,Packaging,234.49,0.85,84.48,0.099,3.6,1.28,1.12,High,0,Pass,7.88,3,29.13,30.13,Operator_15,7.47,0.52,0
ECU_6342,Line_B,Soldering,298.24,0.92,58.78,0.025,3.27,0.48,2.81,Medium,1,Fail,5.83,2,20.5,64.01,Operator_14,6.57,0.69,0
ECU_6343,Line_B,Packaging,235.65,1.21,91.46,0.023,4.17,0.65,1.56,Medium,4,Fail,9.85,1,25.67,63.39,Operator_12,7.89,0.24,1
ECU_6344,Line_B,Testing,194.08,1.24,33.74,0.043,3.93,1.47,4.9,Medium,1,Fail,6.8,2,24.6,43.25,Operator_5,7.72,0.03,0
ECU_6345,Line_C,Testing,174.16,0.95,30.03,0.097,3.34,1.13,1.15,Medium,1,Fail,11.9,3,34.1,63.76,Operator_13,6.12,0.09,0
